,,0
4264,3, Machine Learning
4264,4, Data Science
4265,0,Python
4265,1, NLP
4265,2, R
4265,3, Machine Learning
4265,4, Data Science
4267,0,Python
4267,1, NLP
4267,2, R
4267,3, Machine Learning
4267,4, Data Science
4268,0,Python
4268,1, NLP
4268,2, R
4268,3, Machine Learning
4268,4, Data Science
4269,0,Python
4269,1, NLP
4269,2, R
4269,3, Machine Learning
4269,4, Data Science
4270,0,Python
4270,1, NLP
4270,2, R
4270,3, Machine Learning
4270,4, Data Science
4271,0,Python
4271,1, NLP
4271,2, R
4271,3, Machine Learning
4271,4, Data Science
4272,0,Python
4272,1, NLP
4272,2, R
4272,3, Machine Learning
4272,4, Data Science
4273,0,Python
4273,1, NLP
4273,2, R
4273,3, Machine Learning
4273,4, Data Science
4274,0,Python
4274,1, NLP
4274,2, R
4274,3, Machine Learning
4274,4, Data Science
4275,0,Python
4275,1, NLP
4275,2, R
4275,3, Machine Learning
4275,4, Data Science
4276,0,Python
4276,1, NLP
4276,2, R
4276,3, Machine Learning
4276,4, Data Science
4277,0,Python
4277,1, NLP
4277,2, R
4277,3, Machine Learning
4277,4, Data Science
4278,0,Python
4278,1, NLP
4278,2, R
4278,3, Machine Learning
4278,4, Data Science
4279,0,Python
4279,1, NLP
4279,2, R
4279,3, Machine Learning
4279,4, Data Science
4280,0,Python
4280,1, NLP
4280,2, R
4280,3, Machine Learning
4280,4, Data Science
4281,0,Python
4281,1, NLP
4281,2, R
4281,3, Machine Learning
4281,4, Data Science
4282,0,Python
4282,1, NLP
4282,2, R
4282,3, Machine Learning
4282,4, Data Science
4283,0,Python
4283,1, NLP
4283,2, R
4283,3, Machine Learning
4283,4, Data Science
4284,0,Python
4284,1, NLP
4284,2, R
4284,3, Machine Learning
4284,4, Data Science
4285,0,Python
4285,1, NLP
4285,2, R
4285,3, Machine Learning
4285,4, Data Science
4286,0,Python
4286,1, NLP
4286,2, R
4286,3, Machine Learning
4286,4, Data Science
4287,0,Python
4287,1, NLP
4287,2, R
4287,3, Machine Learning
4287,4, Data Science
4288,0,Python
4288,1, NLP
4288,2, R
4288,3, Machine Learning
4288,4, Data Science
4289,0,Python
4289,1, NLP
4289,2, R
4289,3, Machine Learning
4289,4, Data Science
4290,0,Python
4290,1, NLP
4290,2, R
4290,3, Machine Learning
4290,4, Data Science
4291,0,Python
4291,1, NLP
4291,2, R
4291,3, Machine Learning
4291,4, Data Science
4292,0,Python
4292,1, NLP
4292,2, R
4292,3, Machine Learning
4292,4, Data Science
4293,0,Python
4293,1, NLP
4293,2, R
4293,3, Machine Learning
4293,4, Data Science
4294,0,Python
4294,1, NLP
4294,2, R
4294,3, Machine Learning
4294,4, Data Science
4295,0,Python
4295,1, NLP
4295,2, R
4295,3, Machine Learning
4295,4, Data Science
4296,0,Python
4296,1, NLP
4296,2, R
4296,3, Machine Learning
4296,4, Data Science
4297,0,Python
4297,1, NLP
4297,2, R
4297,3, Machine Learning
4297,4, Data Science
4298,0,Python
4298,1, NLP
4298,2, R
4298,3, Machine Learning
4298,4, Data Science
4299,0,Python
4299,1, NLP
4299,2, R
4299,3, Machine Learning
4299,4, Data Science
4300,0,Python
4300,1, NLP
4300,2, R
4300,3, Machine Learning
4300,4, Data Science
4301,0,Python
4301,1, NLP
4301,2, R
4301,3, Machine Learning
4301,4, Data Science
4302,0,Python
4302,1, NLP
4302,2, R
4302,3, Machine Learning
4302,4, Data Science
4303,0,Python
4303,1, NLP
4303,2, R
4303,3, Machine Learning
4303,4, Data Science
4304,0,Python
4304,1, NLP
4304,2, R
4304,3, Machine Learning
4304,4, Data Science
4305,0,Python
4305,1, NLP
4305,2, R
4305,3, Machine Learning
4305,4, Data Science
4306,0,Python
4306,1, NLP
4306,2, R
4306,3, Machine Learning
4306,4, Data Science
4307,0,Python
4307,1, NLP
4307,2, R
4307,3, Machine Learning
4307,4, Data Science
4308,0,Python
4308,1, NLP
4308,2, R
4308,3, Machine Learning
4308,4, Data Science
4309,0,Python
4309,1, NLP
4309,2, R
4309,3, Machine Learning
4309,4, Data Science
4310,0,Python
4310,1, NLP
4310,2, R
4310,3, Machine Learning
4310,4, Data Science
4311,0,Python
4311,1, NLP
4311,2, R
4311,3, Machine Learning
4311,4, Data Science
4312,0,Python
4312,1, NLP
4312,2, R
4312,3, Machine Learning
4312,4, Data Science
4313,0,Python
4313,1, NLP
4313,2, R
4313,3, Machine Learning
4313,4, Data Science
4314,0,Python
4314,1, NLP
4314,2, R
4314,3, Machine Learning
4314,4, Data Science
4315,0,Python
4315,1, NLP
4315,2, R
4315,3, Machine Learning
4315,4, Data Science
4316,0,Python
4316,1, NLP
4316,2, R
4316,3, Machine Learning
4316,4, Data Science
4317,0,Python
4317,1, NLP
4317,2, R
4317,3, Machine Learning
4317,4, Data Science
4318,0,Python
4318,1, NLP
4318,2, R
4318,3, Machine Learning
4318,4, Data Science
4319,0,Python
4319,1, NLP
4319,2, R
4319,3, Machine Learning
4319,4, Data Science
4320,0,Python
4320,1, NLP
4320,2, R
4320,3, Machine Learning
4320,4, Data Science
4321,0,Python
4321,1, NLP
4321,2, R
4321,3, Machine Learning
4321,4, Data Science
4322,0,Python
4322,1, NLP
4322,2, R
4322,3, Machine Learning
4322,4, Data Science
4323,0,Python
4323,1, NLP
4323,2, R
4323,3, Machine Learning
4323,4, Data Science
4324,0,Python
4324,1, NLP
4324,2, R
4324,3, Machine Learning
4324,4, Data Science
4325,0,Python
4325,1, NLP
4325,2, R
4325,3, Machine Learning
4325,4, Data Science
4326,0,Python
4326,1, NLP
4326,2, R
4326,3, Machine Learning
4326,4, Data Science
4327,0,Python
4327,1, NLP
4327,2, R
4327,3, Machine Learning
4327,4, Data Science
4328,0,Python
4328,1, NLP
4328,2, R
4328,3, Machine Learning
4328,4, Data Science
4329,0,Python
4329,1, NLP
4329,2, R
4329,3, Machine Learning
4329,4, Data Science
4330,0,Python
4330,1, NLP
4330,2, R
4330,3, Machine Learning
4330,4, Data Science
4331,0,Python
4331,1, NLP
4331,2, R
4331,3, Machine Learning
4331,4, Data Science
4332,0,Python
4332,1, NLP
4332,2, R
4332,3, Machine Learning
4332,4, Data Science
4333,0,Python
4333,1, NLP
4333,2, R
4333,3, Machine Learning
4333,4, Data Science
4334,0,Python
4334,1, NLP
4334,2, R
4334,3, Machine Learning
4334,4, Data Science
4335,0,Python
4335,1, NLP
4335,2, R
4335,3, Machine Learning
4335,4, Data Science
4336,0,Python
4336,1, NLP
4336,2, R
4336,3, Machine Learning
4336,4, Data Science
4337,0,Python
4337,1, NLP
4337,2, R
4337,3, Machine Learning
4337,4, Data Science
4338,0,Python
4338,1, NLP
4338,2, R
4338,3, Machine Learning
4338,4, Data Science
4339,0,Python
4339,1, NLP
4339,2, R
4339,3, Machine Learning
4339,4, Data Science
4340,0,Python
4340,1, NLP
4340,2, R
4340,3, Machine Learning
4340,4, Data Science
4341,0,Python
4341,1, NLP
4341,2, R
4341,3, Machine Learning
4341,4, Data Science
4342,0,Python
4342,1, NLP
4342,2, R
4342,3, Machine Learning
4342,4, Data Science
4343,0,Python
4343,1, NLP
4343,2, R
4343,3, Machine Learning
4343,4, Data Science
4344,0,Python
4344,1, NLP
4344,2, R
4344,3, Machine Learning
4344,4, Data Science
4345,0,Python
4345,1, NLP
4345,2, R
4345,3, Machine Learning
4345,4, Data Science
4346,0,Python
4346,1, NLP
4346,2, R
4346,3, Machine Learning
4346,4, Data Science
4347,0,Python
4347,1, NLP
4347,2, R
4347,3, Machine Learning
4347,4, Data Science
4348,0,Python
4348,1, NLP
4348,2, R
4348,3, Machine Learning
4348,4, Data Science
4349,0,Python
4349,1, NLP
4349,2, R
4349,3, Machine Learning
4349,4, Data Science
4350,0,Python
4350,1, NLP
4350,2, R
4350,3, Machine Learning
4350,4, Data Science
4351,0,Python
4351,1, NLP
4351,2, R
4351,3, Machine Learning
4351,4, Data Science
4352,0,Python
4352,1, NLP
4352,2, R
4352,3, Machine Learning
4352,4, Data Science
4353,0,Python
4353,1, NLP
4353,2, R
4353,3, Machine Learning
4353,4, Data Science
4354,0,Python
4354,1, NLP
4354,2, R
4354,3, Machine Learning
4354,4, Data Science
4355,0,Python
4355,1, NLP
4355,2, R
4355,3, Machine Learning
4355,4, Data Science
4356,0,Python
4356,1, NLP
4356,2, R
4356,3, Machine Learning
4356,4, Data Science
4357,0,Python
4357,1, NLP
4357,2, R
4357,3, Machine Learning
4357,4, Data Science
4358,0,Python
4358,1, NLP
4358,2, R
4358,3, Machine Learning
4358,4, Data Science
4359,0,Python
4359,1, NLP
4359,2, R
4359,3, Machine Learning
4359,4, Data Science
4360,0,Python
4360,1, NLP
4360,2, R
4360,3, Machine Learning
4360,4, Data Science
4361,0,Python
4361,1, NLP
4361,2, R
4361,3, Machine Learning
4361,4, Data Science
4362,0,Python
4362,1, NLP
4362,2, R
4362,3, Machine Learning
4362,4, Data Science
4363,0,Python
4363,1, NLP
4363,2, R
4363,3, Machine Learning
4363,4, Data Science
4364,0,Python
4364,1, NLP
4364,2, R
4364,3, Machine Learning
4364,4, Data Science
4365,0,Python
4365,1, NLP
4365,2, R
4365,3, Machine Learning
4365,4, Data Science
4366,0,Python
4366,1, NLP
4366,2, R
4366,3, Machine Learning
4366,4, Data Science
4367,0,Python
4367,1, NLP
4367,2, R
4367,3, Machine Learning
4367,4, Data Science
4368,0,Python
4368,1, NLP
4368,2, R
4368,3, Machine Learning
4368,4, Data Science
4369,0,Python
4369,1, NLP
4369,2, R
4369,3, Machine Learning
4369,4, Data Science
4370,0,Python
4370,1, NLP
4370,2, R
4370,3, Machine Learning
4370,4, Data Science
4371,0,Python
4371,1, NLP
4371,2, R
4371,3, Machine Learning
4371,4, Data Science
4372,0,Python
4372,1, NLP
4372,2, R
4372,3, Machine Learning
4372,4, Data Science
4373,0,Python
4373,1, NLP
4373,2, R
4373,3, Machine Learning
4373,4, Data Science
4374,0,Python
4374,1, NLP
4374,2, R
4374,3, Machine Learning
4374,4, Data Science
4375,0,Python
4375,1, NLP
4375,2, R
4375,3, Machine Learning
4375,4, Data Science
4376,0,Python
4376,1, NLP
4376,2, R
4376,3, Machine Learning
4376,4, Data Science
4377,0,Python
4377,1, NLP
4377,2, R
4377,3, Machine Learning
4377,4, Data Science
4378,0,Python
4378,1, NLP
4378,2, R
4378,3, Machine Learning
4378,4, Data Science
4379,0,Python
4379,1, NLP
4379,2, R
4379,3, Machine Learning
4379,4, Data Science
4380,0,Python
4380,1, NLP
4380,2, R
4380,3, Machine Learning
4380,4, Data Science
4381,0,Python
4381,1, NLP
4381,2, R
4381,3, Machine Learning
4381,4, Data Science
4382,0,Python
4382,1, NLP
4382,2, R
4382,3, Machine Learning
4382,4, Data Science
4383,0,Python
4383,1, NLP
4383,2, R
4383,3, Machine Learning
4383,4, Data Science
4384,0,Python
4384,1, NLP
4384,2, R
4384,3, Machine Learning
4384,4, Data Science
4385,0,Python
4385,1, NLP
4385,2, R
4385,3, Machine Learning
4385,4, Data Science
4386,0,Python
4386,1, NLP
4386,2, R
4386,3, Machine Learning
4386,4, Data Science
4387,0,Python
4387,1, NLP
4387,2, R
4387,3, Machine Learning
4387,4, Data Science
4388,0,Python
4388,1, NLP
4388,2, R
4388,3, Machine Learning
4388,4, Data Science
4389,0,Python
4389,1, NLP
4389,2, R
4389,3, Machine Learning
4389,4, Data Science
4390,0,Python
4390,1, NLP
4390,2, R
4390,3, Machine Learning
4390,4, Data Science
4391,0,Python
4391,1, NLP
4391,2, R
4391,3, Machine Learning
4391,4, Data Science
4392,0,Python
4392,1, NLP
4392,2, R
4392,3, Machine Learning
4392,4, Data Science
4393,0,Python
4393,1, NLP
4393,2, R
4393,3, Machine Learning
4393,4, Data Science
4394,0,Python
4394,1, NLP
4394,2, R
4394,3, Machine Learning
4394,4, Data Science
4395,0,Python
4395,1, NLP
4395,2, R
4395,3, Machine Learning
4395,4, Data Science
4396,0,Python
4396,1, NLP
4396,2, R
4396,3, Machine Learning
4396,4, Data Science
4397,0,Python
4397,1, NLP
4397,2, R
4397,3, Machine Learning
4397,4, Data Science
4398,0,Python
4398,1, NLP
4398,2, R
4398,3, Machine Learning
4398,4, Data Science
4399,0,Python
4399,1, NLP
4399,2, R
4399,3, Machine Learning
4399,4, Data Science
4400,0,Python
4400,1, NLP
4400,2, R
4400,3, Machine Learning
4400,4, Data Science
4401,0,Python
4401,1, NLP
4401,2, R
4401,3, Machine Learning
4401,4, Data Science
4402,0,Python
4402,1, NLP
4402,2, R
4402,3, Machine Learning
4402,4, Data Science
4403,0,Python
4403,1, PyTorch
4403,2, R
4403,3, Deep Learning
4403,4, Machine Learning
4404,0,Python
4404,1, PyTorch
4404,2, R
4404,3, Deep Learning
4404,4, Machine Learning
4405,0,Python
4405,1, PyTorch
4405,2, R
4405,3, Deep Learning
4405,4, Machine Learning
4406,0,Python
4406,1, PyTorch
4406,2, R
4406,3, Deep Learning
4406,4, Machine Learning
4407,0,Python
4407,1, PyTorch
4407,2, R
4407,3, Deep Learning
4407,4, Machine Learning
4408,0,Python
4408,1, PyTorch
4408,2, R
4408,3, Deep Learning
4408,4, Machine Learning
4409,0,Python
4409,1, PyTorch
4409,2, R
4409,3, Deep Learning
4409,4, Machine Learning
4410,0,Python
4410,1, PyTorch
4410,2, R
4410,3, Deep Learning
4410,4, Machine Learning
4411,0,Python
4411,1, PyTorch
4411,2, R
4411,3, Deep Learning
4411,4, Machine Learning
4412,0,Python
4412,1, PyTorch
4412,2, R
4412,3, Deep Learning
4412,4, Machine Learning
4413,0,Python
4413,1, PyTorch
4413,2, R
4413,3, Deep Learning
4413,4, Machine Learning
4414,0,Python
4414,1, PyTorch
4414,2, R
4414,3, Deep Learning
4414,4, Machine Learning
4415,0,Python
4415,1, PyTorch
4415,2, R
4415,3, Deep Learning
4415,4, Machine Learning
4416,0,Python
4416,1, PyTorch
4416,2, R
4416,3, Deep Learning
4416,4, Machine Learning
4418,0,Python
4418,1, PyTorch
4418,2, R
4418,3, Deep Learning
4418,4, Machine Learning
4419,0,Python
4419,1, PyTorch
4419,2, R
4419,3, Deep Learning
4419,4, Machine Learning
4421,0,Python
4421,1, PyTorch
4421,2, R
4421,3, Deep Learning
4421,4, Machine Learning
4422,0,Python
4422,1, PyTorch
4422,2, R
4422,3, Deep Learning
4422,4, Machine Learning
4425,0,Python
4425,1, PyTorch
4425,2, R
4425,3, Deep Learning
4425,4, Machine Learning
4426,0,Python
4426,1, PyTorch
4426,2, R
4426,3, Deep Learning
4426,4, Machine Learning
4429,0,Python
4429,1, PyTorch
4429,2, R
4429,3, Deep Learning
4429,4, Machine Learning
4430,0,Python
4430,1, PyTorch
4430,2, R
4430,3, Deep Learning
4430,4, Machine Learning
4431,0,Python
4431,1, PyTorch
4431,2, R
4431,3, Deep Learning
4431,4, Machine Learning
4432,0,Python
4432,1, PyTorch
4432,2, R
4432,3, Deep Learning
4432,4, Machine Learning
4433,0,Python
4433,1, PyTorch
4433,2, R
4433,3, Deep Learning
4433,4, Machine Learning
4434,0,Python
4434,1, PyTorch
4434,2, R
4434,3, Deep Learning
4434,4, Machine Learning
4435,0,Python
4435,1, PyTorch
4435,2, R
4435,3, Deep Learning
4435,4, Machine Learning
4436,0,Python
4436,1, PyTorch
4436,2, R
4436,3, Deep Learning
4436,4, Machine Learning
4437,0,Python
4437,1, PyTorch
4437,2, R
4437,3, Deep Learning
4437,4, Machine Learning
4438,0,Python
4438,1, PyTorch
4438,2, R
4438,3, Deep Learning
4438,4, Machine Learning
4439,0,Python
4439,1, PyTorch
4439,2, R
4439,3, Deep Learning
4439,4, Machine Learning
4440,0,Python
4440,1, PyTorch
4440,2, R
4440,3, Deep Learning
4440,4, Machine Learning
4441,0,Python
4441,1, PyTorch
4441,2, R
4441,3, Deep Learning
4441,4, Machine Learning
4442,0,Python
4442,1, PyTorch
4442,2, R
4442,3, Deep Learning
4442,4, Machine Learning
4443,0,Python
4443,1, PyTorch
4443,2, R
4443,3, Deep Learning
4443,4, Machine Learning
4444,0,Python
4444,1, PyTorch
4444,2, R
4444,3, Deep Learning
4444,4, Machine Learning
4445,0,Python
4445,1, PyTorch
4445,2, R
4445,3, Deep Learning
4445,4, Machine Learning
4446,0,Python
4446,1, PyTorch
4446,2, R
4446,3, Deep Learning
4446,4, Machine Learning
4447,0,Python
4447,1, PyTorch
4447,2, R
4447,3, Deep Learning
4447,4, Machine Learning
4448,0,Python
4448,1, PyTorch
4448,2, R
4448,3, Deep Learning
4448,4, Machine Learning
4449,0,Python
4449,1, PyTorch
4449,2, R
4449,3, Deep Learning
4449,4, Machine Learning
4450,0,Python
4450,1, PyTorch
4450,2, R
4450,3, Deep Learning
4450,4, Machine Learning
4451,0,Python
4451,1, PyTorch
4451,2, R
4451,3, Deep Learning
4451,4, Machine Learning
4452,0,Python
4452,1, PyTorch
4452,2, R
4452,3, Deep Learning
4452,4, Machine Learning
4453,0,Python
4453,1, PyTorch
4453,2, R
4453,3, Deep Learning
4453,4, Machine Learning
4454,0,Python
4454,1, PyTorch
4454,2, R
4454,3, Deep Learning
4454,4, Machine Learning
4455,0,Python
4455,1, PyTorch
4455,2, R
4455,3, Deep Learning
4455,4, Machine Learning
4456,0,Python
4456,1, PyTorch
4456,2, R
4456,3, Deep Learning
4456,4, Machine Learning
4457,0,Python
4457,1, PyTorch
4457,2, R
4457,3, Deep Learning
4457,4, Machine Learning
4458,0,Python
4458,1, PyTorch
4458,2, R
4458,3, Deep Learning
4458,4, Machine Learning
4459,0,Python
4459,1, PyTorch
4459,2, R
4459,3, Deep Learning
4459,4, Machine Learning
4460,0,Python
4460,1, PyTorch
4460,2, R
4460,3, Deep Learning
4460,4, Machine Learning
4461,0,Python
4461,1, PyTorch
4461,2, R
4461,3, Deep Learning
4461,4, Machine Learning
4462,0,Python
4462,1, PyTorch
4462,2, R
4462,3, Deep Learning
4462,4, Machine Learning
4463,0,Python
4463,1, PyTorch
4463,2, R
4463,3, Deep Learning
4463,4, Machine Learning
4464,0,Python
4464,1, PyTorch
4464,2, R
4464,3, Deep Learning
4464,4, Machine Learning
4465,0,Python
4465,1, PyTorch
4465,2, R
4465,3, Deep Learning
4465,4, Machine Learning
4466,0,Python
4466,1, PyTorch
4466,2, R
4466,3, Deep Learning
4466,4, Machine Learning
4467,0,Python
4467,1, PyTorch
4467,2, R
4467,3, Deep Learning
4467,4, Machine Learning
4468,0,Python
4468,1, PyTorch
4468,2, R
4468,3, Deep Learning
4468,4, Machine Learning
4469,0,Python
4469,1, PyTorch
4469,2, R
4469,3, Deep Learning
4469,4, Machine Learning
4470,0,Python
4470,1, PyTorch
4470,2, R
4470,3, Deep Learning
4470,4, Machine Learning
4471,0,Python
4471,1, PyTorch
4471,2, R
4471,3, Deep Learning
4471,4, Machine Learning
4472,0,Python
4472,1, PyTorch
4472,2, R
4472,3, Deep Learning
4472,4, Machine Learning
4473,0,Python
4473,1, PyTorch
4473,2, R
4473,3, Deep Learning
4473,4, Machine Learning
4474,0,Python
4474,1, PyTorch
4474,2, R
4474,3, Deep Learning
4474,4, Machine Learning
4475,0,Python
4475,1, PyTorch
4475,2, R
4475,3, Deep Learning
4475,4, Machine Learning
4476,0,Python
4476,1, PyTorch
4476,2, R
4476,3, Deep Learning
4476,4, Machine Learning
4477,0,Python
4477,1, PyTorch
4477,2, R
4477,3, Deep Learning
4477,4, Machine Learning
4478,0,Python
4478,1, PyTorch
4478,2, R
4478,3, Deep Learning
4478,4, Machine Learning
4479,0,Python
4479,1, PyTorch
4479,2, R
4479,3, Deep Learning
4479,4, Machine Learning
4480,0,Python
4480,1, PyTorch
4480,2, R
4480,3, Deep Learning
4480,4, Machine Learning
4481,0,Python
4481,1, PyTorch
4481,2, R
4481,3, Deep Learning
4481,4, Machine Learning
4482,0,Python
4482,1, PyTorch
4482,2, R
4482,3, Deep Learning
4482,4, Machine Learning
4483,0,Python
4483,1, PyTorch
4483,2, R
4483,3, Deep Learning
4483,4, Machine Learning
4484,0,Python
4484,1, PyTorch
4484,2, R
4484,3, Deep Learning
4484,4, Machine Learning
4485,0,Python
4485,1, PyTorch
4485,2, R
4485,3, Deep Learning
4485,4, Machine Learning
4486,0,Python
4486,1, PyTorch
4486,2, R
4486,3, Deep Learning
4486,4, Machine Learning
4487,0,Python
4487,1, PyTorch
4487,2, R
4487,3, Deep Learning
4487,4, Machine Learning
4488,0,Python
4488,1, PyTorch
4488,2, R
4488,3, Deep Learning
4488,4, Machine Learning
4489,0,Python
4489,1, PyTorch
4489,2, R
4489,3, Deep Learning
